age,gross_monthly_income,years_continuous_experience,current_debt_to_income_ratio,number_of_dependents,home_ownership,default_status
40,3600,16,0.075,2,1,0
43,1600,25,0.276,1,0,0
43,4700,27,0.279,2,1,0
38,1800,20,0.034,1,0,0
46,17900,26,0.259,3,0,0
43,2700,27,0.038,1,0,0
23,3600,7,0.233,1,0,0
48,5300,19,0.365,2,1,0
48,4300,31,0.109,0,0,0
28,3400,9,0.348,2,1,0
38,5800,19,0.212,1,0,0
46,12200,27,0.256,0,0,0
35,6700,12,0.332,2,0,1
50,11700,26,0.229,1,0,0
66,3000,47,0.373,1,1,0
28,5100,12,0.326,0,0,0
21,4000,0,0.408,3,1,1
41,5700,21,0.042,2,0,0
46,10300,19,0.454,0,1,0
35,4000,19,0.258,2,0,0
55,4100,34,0.146,0,0,0
21,5000,0,0.111,2,0,0
46,1700,27,0.161,2,1,0
30,3600,10,0.298,1,0,0
58,4900,36,0.182,1,1,0
61,3200,43,0.423,1,1,0
28,7700,9,0.123,1,1,0
31,2200,12,0.335,0,0,0
48,4700,30,0.371,1,0,0
33,4700,8,0.327,1,1,0
37,9700,15,0.199,1,1,0
38,4300,16,0.171,0,1,0
20,6400,0,0.354,1,0,1
37,6700,18,0.188,1,0,0
29,4500,12,0.202,0,0,0
32,2200,14,0.199,1,0,0
55,2100,34,0.44,0,0,0
22,4200,6,0.38,0,0,1
47,3500,29,0.07,0,0,0
34,7600,16,0.347,0,1,0
34,6100,5,0.064,0,1,0
47,4600,31,0.25,0,1,0
42,2300,22,0.391,1,0,0
44,5900,17,0.222,2,1,0
49,2700,28,0.034,0,0,0
34,2600,10,0.487,0,0,1
30,2200,9,0.442,2,1,0
24,3700,6,0.268,1,0,1
28,8400,12,0.271,1,0,0
73,5800,50,0.388,2,0,0
52,4000,35,0.104,3,0,0
21,1600,4,0.142,3,0,1
22,5300,3,0.2,4,1,0
43,2800,16,0.745,1,0,0
44,4600,14,0.292,1,0,0
44,3700,23,0.371,1,1,0
34,7100,15,0.345,3,0,1
36,4100,20,0.307,0,0,0
41,4300,19,0.058,2,0,0
39,5600,11,0.075,2,0,0
20,12900,0,0.341,2,1,0
35,7700,19,0.375,0,1,1
27,3700,4,0.251,1,0,0
40,4300,16,0.241,1,0,1
73,4400,50,0.063,1,1,0
42,2700,21,0.132,2,0,0
34,3000,12,0.358,0,0,0
49,3100,29,0.221,4,0,0
43,7200,26,0.369,2,1,0
43,2300,18,0.32,3,0,0
45,10700,26,0.247,1,1,0
62,9000,46,0.105,0,1,0
24,4100,8,0.225,1,0,0
43,4400,17,0.232,1,1,0
26,2700,3,0.261,1,0,1
44,5500,23,0.177,0,1,0
26,7600,7,0.304,1,0,0
32,2800,14,0.548,1,0,1
34,1800,18,0.179,0,0,0
49,7700,30,0.629,2,0,0
49,6200,33,0.366,0,0,0
23,2000,5,0.152,0,0,0
38,2800,19,0.132,0,0,0
29,2400,6,0.536,0,1,0
22,2500,2,0.073,2,0,1
35,3400,11,0.218,4,0,1
34,3400,8,0.219,2,0,0
67,3800,42,0.256,0,0,0
43,2900,21,0.387,2,0,1
21,3200,0,0.15,2,0,1
31,4700,14,0.205,2,0,0
50,4000,27,0.312,0,1,0
63,10600,36,0.285,2,1,0
20,4900,0,0.457,1,0,1
20,1400,0,0.1,4,0,0
60,7800,44,0.352,1,1,0
42,6900,26,0.22,0,0,0
27,2900,3,0.328,0,0,1
44,1900,22,0.175,1,0,1
20,3700,0,0.398,0,0,1
38,4400,18,0.154,0,0,0
41,2500,24,0.374,4,1,0
49,2000,29,0.36,1,0,0
25,3900,9,0.197,1,1,0
39,4100,23,0.61,1,0,0
26,2900,2,0.363,1,0,1
41,4200,17,0.149,0,1,0
27,2000,5,0.292,1,0,0
33,3400,17,0.153,1,0,0
26,5400,7,0.336,0,1,0
45,4100,29,0.399,2,0,0
48,1700,23,0.146,2,0,0
35,3300,17,0.058,0,1,0
38,2400,22,0.046,2,1,0
20,4300,0,0.505,1,0,0
34,5300,16,0.288,0,0,0
37,1500,11,0.297,0,1,0
69,9300,50,0.199,3,1,0
24,2100,8,0.161,0,0,0
55,13800,39,0.058,0,0,0
49,4800,29,0.523,1,1,0
41,2200,23,0.116,0,0,0
59,2800,43,0.333,0,0,0
42,5500,17,0.326,2,1,1
42,3600,19,0.203,2,0,0
37,4100,17,0.137,0,0,0
52,12700,26,0.279,1,0,0
51,3200,28,0.173,1,1,0
30,4400,13,0.115,1,1,0
22,9100,6,0.128,2,0,0
35,4900,11,0.191,0,1,0
28,1500,6,0.069,1,1,0
37,5900,16,0.032,1,0,0
52,2600,35,0.051,2,1,0
32,9500,9,0.238,1,1,0
37,2800,20,0.032,1,1,0
38,26500,18,0.026,3,0,0
48,11200,22,0.409,3,0,0
20,2400,2,0.137,3,0,1
30,4300,14,0.253,1,0,0
40,7400,24,0.401,0,0,0
52,7800,28,0.147,0,1,0
32,5300,10,0.406,2,0,1
20,7700,0,0.245,5,0,1
45,4500,27,0.324,2,1,0
30,3200,8,0.486,1,0,1
23,3200,6,0.18,1,0,0
30,6700,8,0.341,0,1,0
35,5500,17,0.015,0,0,0
30,5000,13,0.035,1,0,0
20,6000,2,0.334,3,0,1
48,1500,29,0.198,1,0,0
53,6200,33,0.258,0,1,0
45,5500,24,0.109,2,1,0
24,10900,8,0.304,1,1,0
35,1800,18,0.509,3,1,0
37,11400,18,0.207,2,0,0
45,4700,18,0.267,1,1,0
46,6700,30,0.259,1,1,0
29,11000,8,0.117,0,1,0
38,5900,12,0.194,2,0,1
43,6200,27,0.063,1,0,0
55,5900,33,0.588,2,1,0
46,3700,29,0.355,3,0,1
47,4900,29,0.332,1,1,0
39,3100,22,0.275,4,0,1
54,5100,36,0.633,5,0,1
42,1000,11,0.026,3,0,0
27,4900,3,0.086,0,0,0
54,4600,29,0.428,1,0,0
46,3900,24,0.468,0,1,0
32,5000,16,0.223,1,1,0
32,1700,10,0.567,1,0,1
41,13900,16,0.287,2,1,0
43,4500,26,0.658,1,0,0
40,4000,16,0.423,3,0,0
41,2400,18,0.322,0,0,0
58,5100,30,0.208,1,1,0
50,11700,31,0.367,2,0,0
40,8800,24,0.085,0,0,0
49,8400,30,0.149,2,0,0
25,5100,0,0.226,1,1,0
42,3800,26,0.482,0,0,0
59,2300,43,0.355,5,1,0
35,3800,14,0.406,2,0,1
27,3500,8,0.414,3,0,1
30,7600,9,0.445,0,1,0
24,4400,0,0.28,0,1,0
28,10800,10,0.326,3,0,0
33,9100,17,0.308,0,0,0
21,2800,0,0.479,4,0,1
38,1500,21,0.237,1,0,0
48,11800,32,0.149,0,0,0
27,8400,2,0.053,1,0,0
56,2300,37,0.237,2,0,0
44,11700,24,0.149,0,0,0
50,6200,28,0.264,1,0,0
30,4200,5,0.069,0,1,0
48,13100,29,0.055,1,0,0
24,8200,0,0.109,0,0,0
48,7600,32,0.556,0,1,0
40,5800,16,0.201,1,0,0
44,7100,27,0.259,2,1,0
23,2900,0,0.467,2,0,1
27,3800,6,0.286,2,0,0
45,2800,27,0.286,0,0,0
26,3100,3,0.122,1,0,0
43,3600,19,0.517,1,0,0
21,2500,0,0.162,1,0,0
48,5600,32,0.149,2,0,0
23,3200,4,0.33,0,1,0
44,6400,24,0.383,2,0,0
45,1800,25,0.223,1,0,0
29,3700,6,0.124,3,0,0
44,5300,28,0.159,3,0,0
41,3700,19,0.231,1,0,0
31,3800,12,0.322,2,0,1
25,1500,8,0.159,2,0,0
20,4600,2,0.798,0,0,0
42,6900,22,0.537,1,1,0
20,5100,4,0.244,0,0,0
39,8600,21,0.114,1,0,0
34,5000,17,0.102,1,1,0
46,6300,23,0.539,1,1,0
34,4800,17,0.353,0,1,0
34,6500,14,0.065,1,0,0
46,1700,19,0.404,3,0,0
42,2600,18,0.104,0,0,0
41,11400,17,0.131,0,0,0
43,1000,24,0.393,0,0,0
20,3300,0,0.215,1,0,0
47,9900,27,0.489,3,0,1
45,4500,25,0.415,1,1,0
25,3000,3,0.293,0,0,0
35,4700,17,0.064,1,0,0
37,3300,11,0.213,1,1,0
36,4400,16,0.132,0,0,0
42,3000,19,0.209,2,0,0
55,9700,29,0.369,1,0,0
50,11300,25,0.247,1,1,0
22,3700,6,0.177,2,1,0
45,2100,23,0.182,0,0,0
53,3700,29,0.113,4,0,0
42,4000,18,0.144,1,1,0
51,7000,35,0.287,3,1,0
62,3100,44,0.385,2,0,0
50,3000,26,0.169,0,0,0
40,6300,23,0.367,3,0,1
50,8900,31,0.223,0,0,0
39,2900,12,0.493,0,0,0
38,2000,18,0.349,0,0,0
33,31000,15,0.193,1,1,0
56,8600,39,0.306,0,1,0
28,3300,6,0.394,2,0,1
56,9200,40,0.172,3,1,0
43,4400,23,0.563,1,1,0
21,6100,0,0.123,0,0,0
42,4800,16,0.326,1,0,1
20,3800,0,0.34,1,0,1
45,4500,27,0.397,1,1,0
48,1900,23,0.091,2,1,0
30,13200,11,0.572,0,1,0
39,2700,23,0.146,0,0,0
61,2400,41,0.375,0,1,0
31,3400,5,0.324,1,0,1
25,2100,4,0.399,1,0,1
55,5000,34,0.238,1,0,0
61,7800,34,0.078,1,1,0
38,8400,22,0.371,2,1,0
50,8400,34,0.244,0,0,0
54,4400,38,0.283,2,1,0
29,4100,7,0.044,2,0,0
32,5300,11,0.617,1,0,1
52,1700,25,0.118,0,1,0
58,7500,37,0.14,1,0,0
44,2000,25,0.3,0,0,0
27,13300,6,0.298,0,1,0
61,4400,40,0.423,2,0,0
31,3900,15,0.11,0,0,0
33,2400,2,0.655,2,1,1
42,3100,19,0.204,2,0,0
56,20400,35,0.292,0,1,0
48,8400,25,0.17,1,0,0
42,1700,19,0.531,3,1,0
43,11600,23,0.157,1,0,0
38,9200,20,0.198,1,1,0
44,3900,21,0.44,0,0,0
20,4400,0,0.492,3,0,1
34,4400,17,0.377,3,1,0
40,14000,14,0.223,2,0,0
24,2400,2,0.269,2,0,0
42,5000,19,0.447,0,0,0
35,3100,9,0.5,1,0,0
59,2200,38,0.147,0,1,0
56,19400,34,0.049,1,0,0
32,2000,8,0.085,1,0,0
36,5100,18,0.464,1,0,0
37,1600,16,0.253,2,0,0
32,3300,11,0.183,1,0,0
40,6100,23,0.161,0,1,0
28,2200,0,0.587,1,1,0
24,5700,8,0.475,3,0,0
45,4200,29,0.277,1,0,0
45,9000,19,0.372,2,1,0
28,8700,5,0.323,1,0,0
48,3600,32,0.194,0,0,0
30,4100,7,0.337,1,0,0
41,4900,15,0.224,2,0,0
47,7100,27,0.469,2,1,0
37,4000,6,0.292,0,0,0
43,5500,27,0.335,2,1,0
31,3400,8,0.244,2,0,1
35,4400,10,0.294,2,1,0
35,9000,11,0.367,4,1,1
29,6000,9,0.279,0,0,0
35,6600,16,0.432,1,0,0
20,5600,0,0.377,2,0,1
32,3600,8,0.343,1,0,0
34,5000,11,0.265,0,0,0
34,2100,9,0.322,1,0,1
35,9700,19,0.347,1,1,0
37,1000,17,0.133,1,1,0
43,4600,26,0.189,1,0,0
48,9800,29,0.079,0,0,0
30,1700,5,0.35,2,1,0
23,4700,2,0.2,0,0,0
25,2400,0,0.151,2,0,1
32,3300,11,0.245,0,1,0
33,7400,12,0.1,0,0,0
28,4500,7,0.097,0,0,0
22,1200,4,0.181,0,0,0
32,2300,12,0.17,1,0,0
40,7700,15,0.305,1,0,0
45,6200,24,0.072,1,0,0
31,12200,14,0.244,0,0,0
33,12000,16,0.06,1,0,0
26,3300,7,0.496,1,0,0
37,19600,16,0.14,2,1,0
27,3800,2,0.181,1,0,0
44,2700,28,0.476,0,0,0
20,2500,1,0.089,1,0,0
33,1000,12,0.35,1,0,0
41,12500,25,0.485,0,1,0
40,12200,23,0.215,1,1,0
70,3200,50,0.134,0,1,0
42,4200,25,0.108,1,0,0
25,4100,4,0.322,1,0,1
36,2400,16,0.239,0,0,0
20,1300,2,0.031,0,1,0
37,3800,15,0.279,1,0,0
28,3000,1,0.293,0,0,1
48,3700,21,0.169,0,1,0
31,5000,15,0.399,0,0,0
36,10000,13,0.016,0,0,0
30,3400,10,0.335,2,0,1
58,5800,37,0.402,0,1,0
34,6600,15,0.451,0,0,1
59,7500,38,0.32,3,0,0
47,3300,26,0.206,0,1,0
43,5100,25,0.265,0,0,0
42,6700,25,0.12,1,1,0
42,2400,23,0.176,3,0,0
20,7800,0,0.175,1,0,1
34,9800,11,0.3,1,1,0
48,3100,24,0.045,2,0,0
37,5000,18,0.289,2,0,0
21,5400,0,0.164,1,0,0
37,3000,13,0.516,3,0,1
58,6900,33,0.314,1,1,0
52,5600,32,0.063,1,0,0
37,1800,17,0.324,1,0,0
49,6500,28,0.412,1,0,0
33,2300,17,0.3,0,0,0
20,6400,0,0.184,4,1,1
26,2500,3,0.32,0,0,0
56,4700,33,0.396,0,1,0
34,9900,15,0.644,1,0,1
35,5800,14,0.466,1,0,0
34,2300,17,0.387,0,1,0
60,2900,37,0.286,1,0,0
57,3700,37,0.091,1,0,0
64,7200,45,0.306,2,1,0
36,5500,17,0.189,1,0,0
41,2800,21,0.465,0,1,0
20,1800,1,0.144,2,0,1
55,6000,32,0.294,0,1,0
23,3500,4,0.512,1,0,0
40,15500,13,0.248,2,0,0
24,3700,0,0.446,2,1,1
30,12600,13,0.339,1,0,0
27,1900,6,0.683,0,0,1
30,1600,12,0.229,0,0,0
31,2200,12,0.084,2,0,0
31,7600,2,0.094,2,0,0
48,14200,29,0.067,2,0,0
24,2400,2,0.199,2,0,0
40,3400,17,0.31,1,1,0
52,2600,36,0.332,1,1,0
31,1400,14,0.314,2,0,1
29,6500,13,0.236,1,0,1
35,5100,18,0.684,1,0,1
52,5400,36,0.291,2,0,1
40,1900,17,0.411,1,1,0
31,9900,2,0.181,1,0,0
43,3400,22,0.336,0,0,0
24,5500,8,0.141,0,0,0
46,2000,28,0.052,2,0,1
42,4100,23,0.237,1,0,0
34,5300,18,0.174,0,0,0
27,4600,3,0.223,1,0,0
27,4200,3,0.211,1,0,1
44,6600,28,0.105,1,1,0
52,2500,29,0.136,1,0,0
30,4300,3,0.122,1,0,0
43,4600,15,0.22,1,0,0
20,4200,0,0.01,2,0,0
30,4400,13,0.155,0,0,0
37,1800,5,0.305,2,1,0
27,1900,8,0.382,0,0,1
26,1100,8,0.202,0,0,0
29,6400,7,0.241,1,1,0
41,7700,23,0.301,2,1,0
35,7000,13,0.39,1,0,0
20,4600,4,0.054,0,0,0
20,1000,0,0.189,0,1,0
30,2100,4,0.306,0,0,0
43,5200,23,0.215,1,0,0
20,3900,0,0.103,2,0,1
32,3600,10,0.241,1,0,0
31,4800,6,0.369,1,0,0
54,5500,38,0.701,1,1,0
33,4400,10,0.453,0,0,0
42,3200,23,0.312,0,0,0
39,8100,18,0.233,1,0,1
20,2800,0,0.443,2,0,1
47,2200,31,0.248,1,1,0
40,3000,24,0.394,2,1,0
44,4100,28,0.141,1,1,0
75,10700,50,0.11,1,1,0
20,3500,0,0.237,1,0,0
58,4900,38,0.08,1,0,0
34,2100,18,0.196,1,0,0
41,7400,22,0.254,0,1,0
37,3200,21,0.286,0,1,0
32,4100,16,0.261,0,0,0
31,9800,9,0.02,0,1,0
41,6400,25,0.235,1,0,0
20,1400,0,0.583,0,1,0
47,1700,27,0.354,3,1,0
33,4000,12,0.089,0,0,0
24,1900,5,0.65,1,1,0
32,5900,8,0.206,0,0,0
53,5000,29,0.366,0,1,0
31,4400,9,0.266,0,1,0
42,3000,19,0.253,2,0,1
29,11600,9,0.103,0,1,0
47,26000,24,0.067,1,1,0
46,4100,27,0.132,2,0,0
60,6700,39,0.133,0,1,0
35,4700,16,0.192,1,0,0
46,4100,27,0.206,0,1,0
39,2800,21,0.522,1,0,0
53,2600,31,0.505,1,1,0
29,1900,3,0.308,1,0,0
46,5800,21,0.561,1,0,1
35,3300,19,0.585,2,1,0
37,900,11,0.212,1,1,0
39,6000,20,0.131,1,1,0
41,4400,18,0.373,1,0,1
36,10100,19,0.191,1,1,0
40,5700,19,0.446,3,0,0
56,2100,34,0.301,3,1,0
49,1400,33,0.364,1,1,0
48,3200,25,0.508,0,1,0
32,2700,6,0.284,1,1,0
27,7000,7,0.175,1,0,0
49,4600,23,0.279,0,1,0
48,9700,28,0.093,0,1,0
55,2200,31,0.299,1,0,0
30,7600,14,0.314,1,0,0
35,6000,5,0.182,2,0,1
20,1100,0,0.373,0,0,0
33,9500,14,0.158,0,0,0
49,5500,33,0.411,3,1,0
32,5200,10,0.452,5,1,1
45,3000,29,0.636,2,0,0
35,9100,13,0.255,2,0,0
41,2200,19,0.214,1,0,0
24,6500,7,0.567,1,0,1
39,7000,14,0.252,0,0,0
20,2000,0,0.245,1,0,0
35,13600,11,0.161,1,1,0
20,4200,0,0.596,1,0,1
52,7800,36,0.418,0,1,0
47,1900,23,0.444,1,1,0
43,16900,24,0.561,2,0,0
56,2600,40,0.26,1,1,0
26,6700,0,0.559,1,0,0
58,2700,29,0.478,2,1,0
49,3400,29,0.23,1,0,0
35,6200,6,0.304,0,0,0
51,9200,30,0.588,1,0,0
24,1800,5,0.183,2,0,0
28,7900,10,0.426,3,1,1
30,7100,3,0.097,1,1,0
31,2500,14,0.604,1,0,0
25,9700,2,0.171,1,0,0
52,2100,34,0.244,0,0,0
34,3000,15,0.238,0,1,0
42,5900,17,0.122,0,0,0
31,2500,12,0.319,0,0,0
20,4400,1,0.341,3,0,1
41,5000,16,0.082,1,0,0
20,3300,0,0.292,0,1,0
37,7000,14,0.199,1,1,0
21,3300,3,0.294,3,0,0
61,6500,43,0.538,0,1,0
48,9600,27,0.338,2,1,0
39,7200,17,0.147,0,1,0
53,8400,36,0.176,1,1,0
27,1900,4,0.53,1,0,1
44,6400,23,0.232,2,0,1
40,2700,24,0.097,2,0,0
41,2200,24,0.066,2,1,0
53,5000,35,0.396,1,0,0
46,2800,26,0.496,1,0,0
41,6900,13,0.067,1,1,0
20,5900,0,0.328,1,0,1
26,1300,9,0.327,0,0,1
36,2600,15,0.298,1,0,1
39,1900,20,0.477,1,1,1
24,2900,2,0.065,0,0,0
66,7400,43,0.142,0,0,0
56,4300,31,0.102,0,0,0
45,3400,25,0.309,4,0,1
38,9000,11,0.187,1,0,0
35,1000,11,0.369,1,0,0
26,8400,8,0.003,0,0,0
38,2900,9,0.087,1,1,0
41,4300,19,0.496,1,0,0
23,2900,6,0.31,0,0,0
42,10900,15,0.131,0,1,0
36,1800,7,0.178,2,0,0
20,3700,0,0.604,1,0,1
27,5600,9,0.252,1,1,0
33,1600,13,0.233,1,0,0
60,3100,37,0.477,2,1,0
44,4000,18,0.125,2,1,0
21,2100,0,0.264,2,0,1
43,2800,22,0.261,0,1,0
20,3000,0,0.334,0,0,0
50,7500,31,0.6,2,1,0
32,3300,7,0.041,0,0,0
36,8500,17,0.279,0,1,0
53,2800,31,0.158,0,1,0
22,1700,2,0.249,1,1,0
21,11700,1,0.436,4,0,1
30,2800,11,0.344,1,1,0
50,2200,24,0.13,0,1,0
20,1300,2,0.261,0,0,0
20,7100,2,0.075,0,0,0
32,3100,3,0.068,1,0,0
44,3900,20,0.083,0,0,0
52,4800,36,0.4,3,1,0
32,7900,14,0.245,1,0,0
33,4000,17,0.485,2,0,0
51,21200,34,0.162,1,1,0
20,4100,4,0.48,2,0,1
33,8000,13,0.103,3,1,0
40,7700,24,0.387,4,0,0
43,4600,22,0.461,2,0,0
31,3100,15,0.265,1,0,1
38,5300,17,0.087,1,1,0
20,5000,1,0.123,2,1,0
30,2700,3,0.153,2,0,1
43,4800,17,0.354,2,1,0
26,7800,2,0.6,3,0,1
38,15600,19,0.05,2,1,0
43,7200,15,0.278,0,1,0
33,13500,17,0.111,1,1,0
40,3200,24,0.308,2,0,1
26,5900,6,0.244,1,1,0
35,8600,5,0.334,3,1,0
45,2800,25,0.326,1,0,0
39,3300,19,0.323,0,0,1
30,12100,14,0.39,2,1,0
40,2400,16,0.34,1,0,0
46,2000,22,0.273,0,0,0
20,9100,0,0.438,0,0,0
51,10600,33,0.374,1,0,0
33,5600,15,0.273,5,0,1
43,4700,27,0.339,1,0,0
52,3900,31,0.208,0,0,0
21,4600,5,0.562,2,1,0
29,10900,13,0.198,1,1,0
34,5000,15,0.155,4,1,0
28,14900,9,0.155,0,0,0
58,3200,40,0.456,1,1,0
27,3800,5,0.359,1,0,1
31,3300,10,0.09,3,0,0
40,2400,21,0.345,0,0,0
23,3400,2,0.181,2,0,0
33,5600,16,0.627,2,0,1
41,6200,20,0.058,0,1,0
34,15600,13,0.124,0,1,0
36,6000,20,0.507,0,0,1
31,7900,7,0.358,2,0,1
20,3900,3,0.309,0,0,1
41,12500,20,0.195,1,0,0
59,21900,34,0.247,2,0,0
38,5900,14,0.083,2,0,0
40,2500,19,0.506,1,1,0
46,3500,27,0.219,0,1,0
22,4300,0,0.012,2,0,0
58,6900,35,0.293,3,0,0
40,7000,22,0.131,3,1,0
57,7200,40,0.344,0,0,0
29,4300,13,0.402,0,0,1
59,3700,38,0.325,3,1,0
47,6200,27,0.25,3,1,0
44,13700,19,0.224,1,1,0
40,8200,18,0.529,0,1,0
35,5600,9,0.26,0,0,0
52,9700,34,0.227,1,1,0
39,3400,14,0.09,3,1,0
20,2800,2,0.17,0,0,0
24,2300,0,0.306,2,0,0
35,4200,19,0.375,1,0,1
41,3500,20,0.181,2,0,0
37,9500,21,0.509,1,0,0
52,3800,33,0.623,0,1,0
20,2200,0,0.093,2,0,0
39,14800,21,0.252,3,0,0
20,2900,4,0.233,1,0,0
47,5200,23,0.176,4,1,0
36,5800,16,0.375,0,0,0
43,2300,24,0.459,1,1,1
27,8200,6,0.196,1,0,0
53,6800,22,0.127,1,0,0
50,12200,25,0.19,0,1,0
45,3000,20,0.308,0,1,0
36,4600,14,0.35,1,1,0
44,4800,23,0.318,4,1,0
29,5000,13,0.368,1,0,0
48,2100,30,0.367,1,0,1
57,5800,38,0.2,1,0,0
50,2100,34,0.413,0,0,0
29,5200,13,0.491,1,1,0
42,1300,26,0.11,1,0,0
22,1200,2,0.401,2,0,1
44,7400,20,0.15,3,0,0
43,3200,18,0.142,2,1,0
20,2000,0,0.347,1,0,1
24,8500,7,0.102,0,0,0
34,5400,18,0.512,1,0,0
34,7500,18,0.267,2,0,1
23,3600,7,0.442,0,0,0
42,23900,25,0.322,1,1,0
41,3200,21,0.181,0,1,0
35,12900,19,0.231,1,1,0
28,3800,6,0.286,2,1,0
50,1800,30,0.114,3,0,0
57,7100,36,0.228,1,0,0
32,4800,7,0.189,0,0,0
30,2200,14,0.385,1,0,0
43,2700,21,0.198,1,0,0
33,4200,13,0.27,1,1,0
36,5500,17,0.185,0,1,0
46,1000,22,0.303,0,1,0
20,6800,0,0.292,1,0,0
53,3900,36,0.383,1,1,0
38,2000,18,0.39,1,0,1
33,7300,11,0.471,1,0,1
36,4400,17,0.462,1,0,0
37,8900,14,0.645,2,1,0
20,4700,0,0.167,0,1,0
55,4800,27,0.337,0,1,0
38,4200,22,0.287,0,0,0
43,6300,23,0.311,1,0,0
49,3900,32,0.383,0,1,0
25,2300,2,0.163,1,0,0
43,7000,27,0.21,2,0,0
34,3800,12,0.055,1,1,0
48,5100,30,0.37,0,0,0
20,7200,2,0.115,1,0,0
36,4200,20,0.174,1,0,0
30,4200,11,0.118,0,0,0
43,3100,18,0.38,1,0,1
43,6100,23,0.394,2,1,0
29,4800,6,0.11,1,0,1
29,6500,2,0.011,1,1,0
36,3100,14,0.401,0,0,0
27,3100,9,0.569,0,0,1
48,7800,26,0.396,3,1,0
33,5000,15,0.48,0,0,0
20,2200,2,0.213,2,0,1
33,9700,17,0.375,1,0,0
25,1300,1,0.523,0,0,1
20,5900,1,0.088,1,0,0
23,1700,2,0.707,1,1,0
39,14500,23,0.24,0,1,0
53,1900,31,0.205,2,0,0
41,9500,24,0.435,1,0,0
30,3900,10,0.119,0,0,0
43,3600,19,0.255,2,0,0
32,4500,8,0.201,1,0,0
29,5900,9,0.111,2,0,1
24,2300,8,0.52,2,0,1
20,2200,0,0.192,2,1,1
33,5800,6,0.384,0,0,0
39,1600,16,0.332,0,0,0
36,3200,19,0.608,1,1,1
33,26300,13,0.301,1,1,0
26,2200,8,0.124,0,0,0
45,8900,19,0.194,1,1,0
22,2600,0,0.115,1,1,0
47,6700,30,0.633,0,0,1
25,5800,6,0.375,1,0,0
28,7500,3,0.334,2,0,1
20,3200,0,0.095,4,0,1
31,12600,4,0.187,1,1,0
49,3400,25,0.095,2,1,0
44,5500,25,0.392,1,1,0
49,5900,33,0.187,1,0,0
44,2400,22,0.285,0,1,0
24,3300,4,0.374,2,0,1
34,4600,13,0.304,1,1,0
28,3000,7,0.324,1,0,0
53,23000,37,0.107,0,0,0
23,2200,0,0.376,2,0,1
48,9700,25,0.069,0,0,0
48,8000,25,0.213,3,1,0
59,5200,35,0.055,0,0,0
33,2500,10,0.409,1,1,0
46,3100,27,0.279,1,0,0
65,4200,45,0.385,1,1,0
30,1300,9,0.318,1,0,0
20,2000,0,0.19,3,0,0
20,1500,0,0.12,0,0,1
46,10600,23,0.523,1,1,0
20,5300,0,0.556,0,0,1
33,6100,4,0.604,0,0,0
43,6600,22,0.056,0,1,0
40,5200,24,0.31,4,1,0
43,10700,18,0.384,0,0,0
40,3200,22,0.114,3,0,0
53,5700,36,0.297,2,0,0
26,6200,7,0.253,1,0,1
29,1800,10,0.186,3,0,0
28,24800,5,0.038,1,0,0
47,5100,31,0.414,0,0,0
48,5600,32,0.25,0,1,0
43,9700,21,0.569,4,1,0
52,8600,29,0.338,2,0,0
23,3700,0,0.428,0,0,1
58,5900,41,0.201,0,0,0
56,2200,39,0.374,0,1,0
46,3500,28,0.434,2,0,0
59,7400,38,0.084,2,0,0
20,4800,0,0.132,2,0,0
31,9000,15,0.289,0,0,0
29,3800,9,0.464,0,0,0
46,2200,30,0.587,1,0,0
25,7700,9,0.128,2,1,0
47,11100,23,0.111,2,0,0
54,8600,31,0.346,2,1,0
46,4300,24,0.507,0,1,0
41,8200,17,0.122,1,1,0
26,31000,7,0.223,0,1,0
27,4300,8,0.006,1,0,0
52,2200,23,0.435,1,0,0
47,3500,27,0.546,2,1,0
37,6200,14,0.071,3,1,0
32,1600,11,0.406,1,0,1
20,4200,4,0.343,2,0,1
25,5100,9,0.312,1,0,0
60,13900,42,0.219,1,1,0
22,8000,0,0.155,1,0,0
40,7300,16,0.051,0,0,0
50,1300,26,0.398,0,0,0
22,6700,5,0.31,2,0,0
40,6500,13,0.275,1,0,0
49,5900,32,0.394,1,0,0
38,1600,17,0.079,0,1,0
72,3700,50,0.61,3,0,1
20,1800,0,0.567,1,0,0
50,1400,24,0.086,1,0,0
35,4400,17,0.26,2,0,1
47,3200,31,0.695,2,1,0
43,22400,22,0.33,0,0,0
29,3700,10,0.463,3,1,0
40,8500,6,0.274,1,0,0
20,1400,0,0.276,0,1,0
45,3400,26,0.278,3,1,0
41,5100,25,0.183,2,0,0
45,2900,29,0.291,3,1,0
50,4000,34,0.421,1,0,0
42,4000,21,0.129,2,0,0
39,3700,13,0.332,1,0,1
27,11400,2,0.228,0,0,1
29,5100,8,0.437,0,1,0
52,6900,33,0.093,1,1,0
55,7100,33,0.432,0,1,0
35,6400,17,0.37,0,0,0
38,4000,11,0.223,0,0,0
27,3300,7,0.403,0,1,0
52,5600,32,0.101,3,0,0
45,9900,29,0.207,2,1,0
61,10900,41,0.603,1,0,0
27,3300,3,0.248,4,0,1
33,7000,17,0.218,2,0,1
40,4100,23,0.346,1,0,0
45,4700,21,0.211,1,0,0
35,3300,19,0.322,4,0,1
27,3400,2,0.302,0,1,0
48,11100,30,0.274,0,1,0
46,5100,27,0.134,2,0,0
27,4400,11,0.364,2,0,0
54,2100,32,0.171,0,1,0
52,3800,22,0.261,0,0,0
